설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,그늘막유형,세부위치,설치년도,전체높이,펼침지름,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
삼덕공원 앞,경기도,안양시,경기도 안양시 만안구 삼덕로 106,경기도 안양시 만안구 안양동 782-19,37.397387,126.916402,접이식그늘막,,2021,3.3,5,안양4동 행정복지센터,031-8045-363,2025-07-07,3830000,경기도 안양시
삼덕공원 관리사무소 사거리,경기도,안양시,경기도 안양시 만안구 삼덕로 106,경기도 안양시 만안구 안양동 782-19,37.397387,126.916402,접이식그늘막,,2021,3.3,4,안양4동 행정복지센터,031-8045-363,2025-07-07,3830000,경기도 안양시
2001아웃렛 앞(2),경기도,안양시,경기도 안양시 만안구 안양로 275,경기도 안양시 만안구 안양동 627-287,37.396732,126.922655,접이식그늘막,,2021,3.3,5,안양4동 행정복지센터,031-8045-363,2025-07-07,3830000,경기도 안양시
중앙성당 앞,경기도,안양시,경기도 안양시 만안구 장내로 116,경기도 안양시 만안구 안양동 627-75,37.39609442,126.920863,접이식그늘막,,2021,3.3,5,안양4동 행정복지센터,031-8045-363,2025-07-07,3830000,경기도 안양시
롯데시네마안양일번가 앞,경기도,안양시,경기도 안양시 만안구 안양로 311,경기도 안양시 만안구 안양동 676-1,37.399605,126.9201962,접이식그늘막,,2021,3.3,5,안양4동 행정복지센터,031-8045-363,2025-07-07,3830000,경기도 안양시
2001아웃렛 앞(1),경기도,안양시,경기도 안양시 만안구 안양로 275,경기도 안양시 만안구 안양동 627-287,37.396732,126.922655,접이식그늘막,,2021,3.3,5,안양4동 행정복지센터,031-8045-363,2025-07-07,3830000,경기도 안양시
성결교회 앞,경기도,안양시,경기도 안양시 만안구 박달로 568,경기도 안양시 만안구 안양동 695-73,37.40223612,126.9155157,접이식그늘막,,2021,3.3,4,안양3동 행정복지센터,031-8045-378,2025-07-07,3830000,경기도 안양시
무궁화주공아파트-2단지 사이 횡단보도,경기도,군포시,,경기도 군포시 금정동 893,37.35717155,126.9359946,접이식그늘막,,,,3,경기도 군포시,031-390-0409,2025-09-15,4020000,경기도 군포시
삼막사거리교통섬(2),경기도,안양시,경기도 안양시 만안구 경수대로 1272,경기도 안양시 만안구 석수동 805,37.420706,126.909350,접이식그늘막,,2021,3.3,5,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
삼막사거리교통섬(1),경기도,안양시,경기도 안양시 만안구 경수대로 1272,경기도 안양시 만안구 석수동 805,37.420706,126.909350,접이식그늘막,,2021,3.3,5,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
예수세계교회 앞,경기도,안양시,경기도 안양시 만안구 경수대로 1236,경기도 안양시 만안구 석수동 168-13,37.418654,126.911751,접이식그늘막,,2021,3.3,5,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
안양서중학교 정문 앞,경기도,안양시,경기도 안양시 만안구 창박로 26,경기도 안양시 만안구 안양동 1055-3,37.385933,126.904336,접이식그늘막,,2021,3.3,3,안양9동 행정복지센터,031-8045-394,2025-07-07,3830000,경기도 안양시
새마을교,경기도,안양시,경기도 안양시 만안구 병목안로 126,경기도 안양시 만안구 안양동 759-46,37.392683,126.909412,접이식그늘막,,2021,3.3,4,안양9동 행정복지센터,031-8045-394,2025-07-07,3830000,경기도 안양시
양지초등학교후문 앞,경기도,안양시,경기도 안양시 만안구 병목안로130번길 69,경기도 안양시 만안구 안양동 977-1,37.392262,126.9045522,접이식그늘막,,2021,3.3,3.5,안양9동 행정복지센터,031-8045-394,2025-07-07,3830000,경기도 안양시
신안초등학교정문 앞,경기도,안양시,경기도 안양시 만안구 능곡로 52,경기도 안양시 만안구 안양동 723-1,37.389609,126.914870,접이식그늘막,,2021,3.3,4,안양9동 행정복지센터,031-8045-394,2025-07-07,3830000,경기도 안양시
양능교 앞,경기도,안양시,,경기도 안양시 만안구 안양9동 1219-8,37.394523,126.912121,접이식그늘막,,2021,3.3,5,안양9동 행정복지센터,031-8045-394,2025-07-07,3830000,경기도 안양시
뮤직타운 허리우드 앞,경기도,안양시,경기도 안양시 만안구 안양로 68,경기도 안양시 만안구 안양동 350-11,37.381646,126.936190,접이식그늘막,,2021,3.3,4,안양8동 행정복지센터,031-8045-367,2025-07-07,3830000,경기도 안양시
중원전기 앞,경기도,안양시,경기도 안양시 만안구 안양로 27,경기도 안양시 만안구 안양동 371-8,37.378565,126.938630,접이식그늘막,,2021,3.3,4,안양8동 행정복지센터,031-8045-367,2025-07-07,3830000,경기도 안양시
성결대학교사거리 귀뚜라미보일러 건너편,경기도,안양시,경기도 안양시 만안구 안양로 89,경기도 안양시 만안구 안양동 591-3번지,37.383042,126.934248,접이식그늘막,,2021,3.3,5,안양8동 행정복지센터,031-8045-367,2025-07-07,3830000,경기도 안양시
메트로병원 입구,경기도,안양시,경기도 안양시 만안구 안양로 45,경기도 안양시 만안구 안양동 368,37.379821,126.937265,접이식그늘막,,2021,3.3,4,안양8동 행정복지센터,031-8045-367,2025-07-07,3830000,경기도 안양시
계약빌딩 앞,경기도,안양시,경기도 안양시 만안구 안양로 119,경기도 안양시 만안구 안양동 548-1,37.385313,126.932152,접이식그늘막,,2021,3.3,5,안양8동 행정복지센터,031-8045-367,2025-07-07,3830000,경기도 안양시
대한칼라인쇄 앞,경기도,안양시,경기도 안양시 만안구 안양로 65,경기도 안양시 만안구 안양동 354-6,37.381364,126.935808,접이식그늘막,,2021,3.3,5,안양8동 행정복지센터,031-8045-367,2025-07-07,3830000,경기도 안양시
연성대학교벤처센터 앞,경기도,안양시,경기도 안양시 만안구 안양로 111,경기도 안양시 만안구 안양동 572-5,37.384414,126.932679,접이식그늘막,,2021,3.3,5,안양8동 행정복지센터,031-8045-367,2025-07-07,3830000,경기도 안양시
싱글하우스고시텔 앞,경기도,안양시,경기도 안양시 만안구 안양로 97,경기도 안양시 만안구 안양동 574-1,37.383671,126.933678,접이식그늘막,,2021,3.3,5,안양8동 행정복지센터,031-8045-367,2025-07-07,3830000,경기도 안양시
레미안메가트리아 208동 앞,경기도,안양시,경기도 안양시 만안구 안양천서로 177,경기도 안양시 만안구 안양동 1393,37.39397294,126.9365376,접이식그늘막,,2021,3.3,5,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
래미안메가트리아106동 건너편,경기도,안양시,,경기도 안양시 만안구 안양7동 1401,37.395448,126.934231,접이식그늘막,,2021,3.3,4,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
주접공원(주전지하차도) 앞,경기도,안양시,,경기도 안양시 만안구 안양7동 1409,37.392358,126.935894,접이식그늘막,,2021,3.3,4,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
덕천초등학교후문 건너편(2),경기도,안양시,경기도 안양시 만안구 전파로 27,경기도 안양시 만안구 안양동 192-5,37.392055,126.9359049,접이식그늘막,,2021,3.3,3.5,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
덕천초등학교후문 건너편(1),경기도,안양시,경기도 안양시 만안구 전파로 27,경기도 안양시 만안구 안양동 192-5,37.392055,126.9359049,접이식그늘막,,2021,3.3,3.5,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
은평교회교육관 앞,경기도,안양시,경기도 안양시 만안구 덕천로 128,경기도 안양시 만안구 안양동 193,37.391816,126.934837,접이식그늘막,,2021,3.3,3,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
래미안메가트리아213동 앞,경기도,안양시,경기도 안양시 만안구 안양천서로 177,경기도 안양시 만안구 안양동 1393,37.39397294,126.9365376,접이식그늘막,,2021,3.3,5,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
래미안메가트리아207동 건너편(2),경기도,안양시,경기도 안양시 만안구 안양천서로 177,경기도 안양시 만안구 안양동 1393,37.39397294,126.9365376,접이식그늘막,,2021,3.3,4,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
래미안메가트리아207동 건너편(1),경기도,안양시,경기도 안양시 만안구 안양천서로 177,경기도 안양시 만안구 안양동 1393,37.39397294,126.9365376,접이식그늘막,,2021,3.3,4,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
래미안메가트리아103동정문 앞,경기도,안양시,경기도 안양시 만안구 안양천서로 177,경기도 안양시 만안구 안양동 1393,37.39397294,126.9365376,접이식그늘막,,2021,3.3,5,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
덕천초등학교후문 앞(2),경기도,안양시,경기도 안양시 만안구 전파로 27,경기도 안양시 만안구 안양동 192-5,37.392055,126.9359049,접이식그늘막,,2021,3.3,3,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
덕천초등학교후문 앞(1),경기도,안양시,경기도 안양시 만안구 전파로 27,경기도 안양시 만안구 안양동 192-5,37.392055,126.9359049,접이식그늘막,,2021,3.3,3,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
산본역 동부사거리(우리은행 쪽),경기도,군포시,,경기도 군포시 금정동 894,37.357707,126.933118,접이식그늘막,,,,3,경기도 군포시,031-390-0409,2025-09-15,4020000,경기도 군포시
석수초등학교 앞,경기도,안양시,경기도 안양시 만안구 석수로 110,경기도 안양시 만안구 석수동 655-75,37.40610427,126.900764,접이식그늘막,,2021,3.3,3.5,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
석수아이파크102동 앞,경기도,안양시,경기도 안양시 만안구 충훈로 52,경기도 안양시 만안구 석수동 788,37.40628264,126.9035536,접이식그늘막,,2021,3.3,3,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
석수코오롱하늘채 상가동 앞,경기도,안양시,경기도 안양시 만안구 충훈로 88,경기도 안양시 만안구 석수동 787,37.407845,126.898818,접이식그늘막,,2021,3.3,5,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
석수아이파크104동 앞,경기도,안양시,경기도 안양시 만안구 충훈로 51,경기도 안양시 만안구 석수동 794,37.405689,126.902225,접이식그늘막,,2021,3.3,5,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
농협충훈지점 앞,경기도,안양시,경기도 안양시 만안구 충훈로 96,경기도 안양시 만안구 석수동 786,37.407758,126.897802,접이식그늘막,,2021,3.3,5,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
세화약국 앞,경기도,안양시,경기도 안양시 만안구 안양로 455,경기도 안양시 만안구 석수동 317-21,37.410530,126.911328,접이식그늘막,,2021,3.3,3.5,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
석수현대아파트 101동 앞,경기도,안양시,경기도 안양시 만안구 안양로 532번길 12,경기도 안양시 만안구 석수동 275-1,37.41626515,126.9075274,접이식그늘막,,2021,3.3,4,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
화진가든 앞,경기도,안양시,경기도 안양시 만안구 안양로 468,경기도 안양시 만안구 석수동 320-14,37.41179551,126.911104,접이식그늘막,,2021,3.3,4,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
CU 안양 석수점 앞,경기도,안양시,경기도 안양시 만안구 안양로 456,경기도 안양시 만안구 석수동 325-13,37.410831,126.911857,접이식그늘막,,2021,3.3,4,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
연현초등학교 건너편,경기도,안양시,경기도 안양시 만안구 연현로1번길 56,경기도 안양시 만안구 석수동 485-8,37.426342,126.902649,접이식그늘막,,2021,3.3,3.5,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
서조마을아파트 101동 옆 교통섬,경기도,안양시,경기도 안양시 만안구 양화로 252,경기도 안양시 만안구 석수동 283-2,37.41431107,126.9069013,접이식그늘막,,2021,3.3,5,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
타이어뱅크북안양점 앞,경기도,안양시,경기도 안양시 만안구 안양로 444,경기도 안양시 만안구 석수동 326-12,37.409933,126.912531,접이식그늘막,,2021,3.3,3.5,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
이기철여성의원 앞,경기도,안양시,경기도 안양시 만안구 안양로 443,경기도 안양시 만안구 석수동 314-9,37.409695,126.911979,접이식그늘막,,2021,3.3,3.5,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
충훈터널 입구,경기도,안양시,,경기도 안양시 만안구 석수2동 502,37.410772,126.906284,접이식그늘막,,2021,3.3,3,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
안양북부새마을금고본점 앞,경기도,안양시,경기도 안양시 만안구 안양로 487,경기도 안양시 만안구 석수동 280-12,37.412954,126.909241,접이식그늘막,,2021,3.3,5,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
화창초등학교정문 앞,경기도,안양시,경기도 안양시 만안구 양화로217번길 30,경기도 안양시 만안구 석수동 348-7,37.41212653,126.903519,접이식그늘막,,2021,3.3,3.5,석수2동 행정복지센터,031-8045-389,2025-07-07,3830000,경기도 안양시
관악역우방유쉘아파트 앞,경기도,안양시,경기도 안양시 만안구 안양로 510,경기도 안양시 만안구 석수동 278-1,37.414852,126.908616,접이식그늘막,,2021,3.3,5,석수2동 행정복지센터,031-8045-389,2025-07-07,3830000,경기도 안양시
충북카코란도 앞,경기도,안양시,경기도 안양시 만안구 안양로 488,경기도 안양시 만안구 석수동 279-25,37.413290,126.909781,접이식그늘막,,2021,3.3,5,석수2동 행정복지센터,031-8045-389,2025-07-07,3830000,경기도 안양시
우리은행석수동지점 앞,경기도,안양시,경기도 안양시 만안구 안양로 496,경기도 안양시 만안구 석수동 279-1,37.413865,126.909392,접이식그늘막,,2021,3.3,5,석수2동 행정복지센터,031-8045-389,2025-07-07,3830000,경기도 안양시
석수2동행복복지센터 앞,경기도,안양시,경기도 안양시 만안구 안양로 488,경기도 안양시 만안구 석수동 279-25,37.413290,126.909781,접이식그늘막,,2021,3.3,5,석수2동 행정복지센터,031-8045-389,2025-07-07,3830000,경기도 안양시
삼성초등학교 후문 앞,경기도,안양시,경기도 안양시 만안구 경수대로 1240,경기도 안양시 만안구 석수동 167-4,37.419583,126.911981,접이식그늘막,,2021,3.3,3,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
부종산 갤리리 앞,경기도,안양시,경기도 안양시 만안구 경수대로 1241,경기도 안양시 만안구 석수동 168-4,37.418326,126.9109854,접이식그늘막,,2021,3.3,4,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
새마을금고 앞,경기도,안양시,경기도 안양시 만안구 경수대로 1273,경기도 안양시 만안구 석수동 104-53,37.420557,126.908402,접이식그늘막,,2021,3.3,4,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
힐수테이트 102동 앞,경기도,안양시,경기도 안양시 만안구 경수대로 1394번길 12,경기도 안양시 만안구 석수동 386-1,37.430625,126.904694,접이식그늘막,,2021,3.3,4,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
안양북부새마을금고석수역지점 앞,경기도,안양시,경기도 안양시 만안구 경수대로 1430,경기도 안양시 만안구 석수동 374-12,37.433910,126.903787,접이식그늘막,,2021,3.3,4,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
석수2차e편한세상102동 앞,경기도,안양시,경기도 안양시 만안구 경수대로 1406,경기도 안양시 만안구 석수동 382,37.431839,126.904165,접이식그늘막,,2021,3.3,4,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
석수역1번출구 앞,경기도,안양시,경기도 안양시 만안구 경수대로 1431,경기도 안양시 만안구 석수동 737,37.434336,126.902529,접이식그늘막,,2021,3.3,3,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
삼막사거리교통섬(3),경기도,안양시,경기도 안양시 만안구 경수대로 1272,경기도 안양시 만안구 석수동 805,37.420706,126.909350,접이식그늘막,,2021,3.3,3.5,석수1동 행정복지센터,031-8045-369,2025-07-07,3830000,경기도 안양시
산본역 동부사거리(우리은행 맞은편 1단지쪽),경기도,군포시,,경기도 군포시 금정동 894,37.357707,126.933118,접이식그늘막,,,,3,경기도 군포시,031-390-0409,2025-09-15,4020000,경기도 군포시
아이에스비즈타워 앞,경기도,안양시,경기도 안양시 만안구 덕천로 152번길 25,경기도 안양시 만안구 안양동 1432,37.39263681,126.9386434,접이식그늘막,,2022,3.3,4,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
아이에스비즈타워 앞 사거리,경기도,안양시,경기도 안양시 만안구 덕천로 152번길 25,경기도 안양시 만안구 안양동 1432,37.39263681,126.9386434,접이식그늘막,,2022,3.3,5,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
뉴 현대부동산 앞,경기도,안양시,경기도 안양시 만안구 관악대로 54,경기도 안양시 만안구 안양동 1389,37.39678699,126.9307263,접이식그늘막,,2022,3.3,4,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
창신광고자재 건너 편,경기도,안양시,경기도 안양시 만안구 냉천로 70,경기도 안양시 만안구 안양동 488-6,37.38760303,126.9266489,접이식그늘막,,2022,3.3,4,안양6동 행정복지센터,031-8045-301,2025-07-07,3830000,경기도 안양시
한양수자인아파트 앞,경기도,안양시,경기도 안양시 만안구 안양천서로 357,경기도 안양시 만안구 안양동 1411,37.40493532,126.9211338,접이식그늘막,,2022,3.3,4,안양2동 행정복지센터,031-8045-377,2025-07-07,3830000,경기도 안양시
예술공원사거리 진로마트 앞,경기도,안양시,경기도 안양시 만안구 경수대로 1176,경기도 안양시 만안구 안양동 16-3,37.41593683,126.917276,접이식그늘막,,2022,3.3,3.5,안양2동 행정복지센터,031-8045-377,2025-07-07,3830000,경기도 안양시
일번가노외공영주차장 앞2,경기도,안양시,경기도 안양시 만안구 만안로 199,경기도 안양시 만안구 안양동 674-193,37.39870377,126.9244488,접이식그늘막,,2022,3.3,3.5,안양1동 행정복지센터,031-8045-360,2025-07-07,3830000,경기도 안양시
신안아파트 앞,경기도,안양시,경기도 안양시 만안구 박달로 420,경기도 안양시 만안구 박달동 152,37.401006,126.899347,접이식그늘막,,2021,3.3,3,박달2동 행정복지센터,031-8045-399,2025-07-07,3830000,경기도 안양시
브라운스톤 앞,경기도,안양시,경기도 안양시 만안구 삼봉로 66,경기도 안양시 만안구 박달동 150,37.39866975,126.8988205,접이식그늘막,,2021,3.3,4,박달2동 행정복지센터,031-8045-399,2025-07-07,3830000,경기도 안양시
충훈2교,경기도,안양시,,경기도 안양시 만안구 박달2동 604,37.403437,126.894818,접이식그늘막,,2021,3.3,4,박달2동 행정복지센터,031-8045-399,2025-07-07,3830000,경기도 안양시
노루표페인트안양공장정문 앞,경기도,안양시,경기도 안양시 만안구 박달로 351,경기도 안양시 만안구 박달동 615,37.40558296,126.891744,접이식그늘막,,2021,3.3,2.5,박달2동 행정복지센터,031-8045-399,2025-07-07,3830000,경기도 안양시
박달초등학교정문 앞,경기도,안양시,경기도 안양시 만안구 삼봉로 38,경기도 안양시 만안구 박달동 128-7,37.400771,126.902728,접이식그늘막,,2021,3.3,2.5,박달2동 행정복지센터,031-8045-399,2025-07-07,3830000,경기도 안양시
박달2동행정복지센터 건너편,경기도,안양시,경기도 안양시 만안구 박달로 440,경기도 안양시 만안구 박달동 124-7번지,37.401765,126.901522,접이식그늘막,,2021,3.3,3,박달2동 행정복지센터,031-8045-399,2025-07-07,3830000,경기도 안양시
친목마을시내버스정류소 옆,경기도,안양시,경기도 안양시 만안구 오리로 58,경기도 안양시 만안구 박달동 927-1,37.409416,126.883585,접이식그늘막,,2021,3.3,5,박달2동 행정복지센터,031-8045-399,2025-07-07,3830000,경기도 안양시
박달119안전센터 앞,경기도,안양시,경기도 안양시 만안구 오리로 38,경기도 안양시 만안구 박달동 932-4,37.407925,126.884772,접이식그늘막,,2021,3.3,5,박달2동 행정복지센터,031-8045-399,2025-07-07,3830000,경기도 안양시
한일유앤아이아파트106동 앞,경기도,안양시,경기도 안양시 만안구 박달로 403,경기도 안양시 만안구 박달동 607-1,37.40262919,126.8972459,접이식그늘막,,2021,3.3,2.5,박달2동 행정복지센터,031-8045-399,2025-07-07,3830000,경기도 안양시
한라비발디아파트102동 앞,경기도,안양시,경기도 안양시 만안구 박달로 453,경기도 안양시 만안구 박달동 114,37.40231285,126.901495,접이식그늘막,,2021,3.3,5,박달2동 행정복지센터,031-8045-399,2025-07-07,3830000,경기도 안양시
박달사거리 투썸플레이스 앞,경기도,안양시,경기도 안양시 만안구 박달로 517,경기도 안양시 만안구 박달동 18-10,37.402737,126.910135,접이식그늘막,,2021,3.3,4,박달1동 행정복지센터,031-8045-398,2025-07-07,3830000,경기도 안양시
동반텔레콤 앞,경기도,안양시,경기도 안양시 만안구 박달로 499,경기도 안양시 만안구 박달동 100-23,37.402709,126.908113,접이식그늘막,,2021,3.3,4,박달1동 행정복지센터,031-8045-398,2025-07-07,3830000,경기도 안양시
아이파크 111동 앞2,경기도,안양시,경기도 안양시 만안구 충훈로 71,경기도 안양시 만안구 석수동 794,37.40696597,126.9005014,접이식그늘막,,2021,3.3,3,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
하늘채코오롱아파트 103동 앞,경기도,안양시,,경기도 안양시 만안구 충훈동 786,37.407749,126.898350,접이식그늘막,,2021,3.3,3,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
GS편의점 앞,경기도,안양시,경기도 안양시 만안구 충훈로 88,경기도 안양시 만안구 석수동 787,37.40784447,126.898880,접이식그늘막,,2021,3.3,3,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
아이파트 113동 앞,경기도,안양시,경기도 안양시 만안구 충훈로 72번길,경기도 안양시 만안구 충훈동 794,37.406668,126.901449,접이식그늘막,,2021,3.3,3,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
아이파트 111동 앞,경기도,안양시,경기도 안양시 만안구 충훈로 71번길,경기도 안양시 만안구 충훈동 784,37.407316,126.899421,접이식그늘막,,2021,3.3,3,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
아이파트 106동 앞,경기도,안양시,경기도 안양시 만안구 충훈로 51,경기도 안양시 만안구 석수동 794,37.405689,126.902225,접이식그늘막,,2021,3.3,4,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
아이파크 103동 앞,경기도,안양시,경기도 안양시 만안구 충훈로 52,경기도 안양시 만안구 석수동 788,37.40628264,126.9035536,접이식그늘막,,2021,3.3,5,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
아이파크 105동 앞,경기도,안양시,경기도 안양시 만안구 충훈로 51,경기도 안양시 만안구 석수동 794,37.405689,126.902225,접이식그늘막,,2021,3.3,4,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
나들가게 팔부자슈퍼 앞,경기도,안양시,경기도 안양시 만안구 와룡로 1,경기도 안양시 만안구 석수동 775-6,37.404535,126.898449,접이식그늘막,,2021,3.3,4,충훈동 행정복지센터,031-8045-397,2025-07-07,3830000,경기도 안양시
평촌초등학교 앞,경기도,안양시,,경기도 안양시 동안구 평촌동 939,37.38716511,126.9605099,스마트그늘막,,2024,3,4.6,경기도 안양시 동안구청 건설과,031-8045-453,2025-07-07,3830000,경기도 안양시
석수 산정아파트 앞,경기도,안양시,경기도 안양시 만안구 안양로 557,경기도 안양시 만안구 석수동 256-1,37.41872024,126.906489,접이식그늘막,,2023,3.3,4,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
안양 자동차운전 전문학원 앞,경기도,안양시,경기도 안양시 만안구 안양로 599,경기도 안양시 만안구 석수동 249-6,37.42227161,126.9059325,접이식그늘막,,2023,3.3,4,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
석수주유소 삼거리 교통섬,경기도,안양시,경기도 안양시 만안구 안양로 585,경기도 안양시 만안구 석수동 251-7,37.421005,126.9064741,접이식그늘막,,2023,3.3,4,석수2동 행정복지센터,031-8045-380,2025-07-07,3830000,경기도 안양시
"뉴 골든아파트 나동,라동 앞",경기도,안양시,경기도 안양시 만안구 병목안로 129-27,경기도 안양시 만안구 안양동 1024-1,37.39047263,126.9105818,접이식그늘막,,2023,3.3,4,안양9동 행정복지센터,031-8045-394,2025-07-07,3830000,경기도 안양시
안양 삼성 메가트리아 東1문 앞 횡단보도 반대편,경기도,안양시,경기도 안양시 만안구 안양천서로 177,경기도 안양시 만안구 안양동 1393,37.39397294,126.9365376,접이식그늘막,,2023,3.3,3,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
안양 삼성 메가트리아 東1문 앞 횡단보도,경기도,안양시,경기도 안양시 만안구 안양천서로 177,경기도 안양시 만안구 안양동 1393,37.39397294,126.9365376,접이식그늘막,,2023,3.3,4,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
아이에스비즈타워 GATE2 맞은편,경기도,안양시,경기도 안양시 만안구 덕천로152번길 25,경기도 안양시 만안구 안양동 1432,37.392600,126.9386434,접이식그늘막,,2023,3.3,4,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
아이에스비즈타워 GATE2 앞,경기도,안양시,경기도 안양시 만안구 덕천로152번길 25,경기도 안양시 만안구 안양동 1432,37.392600,126.9386434,접이식그늘막,,2023,3.3,4,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
아이에스비즈타워 정문 주자창 앞(좌측),경기도,안양시,경기도 안양시 만안구 덕천로152번길 25,경기도 안양시 만안구 안양동 1432,37.39263681,126.9386434,접이식그늘막,,2023,3.3,5,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
아이에스비즈타워 정문 주자창 앞(우측),경기도,안양시,경기도 안양시 만안구 덕천로152번길 25,경기도 안양시 만안구 안양동 1432,37.39263681,126.9386434,접이식그늘막,,2023,3.3,5,안양7동 행정복지센터,031-8045-392,2025-07-07,3830000,경기도 안양시
안양씨엘포레자이아파트 정문 앞,경기도,안양시,경기도 안양시 만안구 소곡로 78,경기도 안양시 만안구 안양동 1416,37.38815032,126.9217295,접이식그늘막,,2023,3.3,4,안양6동 행정복지센터,031-8045-301,2025-07-07,3830000,경기도 안양시
안양씨엘포레자이 아파트 앞 교통섬2,경기도,안양시,경기도 안양시 만안구 소곡로 78,경기도 안양시 만안구 안양동 1416,37.38815032,126.9217295,접이식그늘막,,2023,3.3,5,안양6동 행정복지센터,031-8045-301,2025-07-07,3830000,경기도 안양시
김중업건축박물관 버스정류장 앞,경기도,안양시,경기도 안양시 만안구 예술공원로 101,경기도 안양시 만안구 안양동 14-1,37.41711296,126.917717,접이식그늘막,,2023,3.3,4,안양2동 행정복지센터,031-8045-377,2025-07-07,3830000,경기도 안양시
아르테자이아파트201동 앞,경기도,안양시,경기도 안양시 만안구 경수대로 1166번길 10,경기도 안양시 만안구 안양동 1448,37.41580644,126.9187608,접이식그늘막,,2023,3.3,4,안양2동 행정복지센터,031-8045-377,2025-07-07,3830000,경기도 안양시
두산위브아파트 입구 앞,경기도,안양시,경기도 안양시 만안구 예술공원로 51,경기도 안양시 만안구 안양동 1438,37.41233176,126.9154394,접이식그늘막,,2023,3.3,3,안양2동 행정복지센터,031-8045-377,2025-07-07,3830000,경기도 안양시
